,attentive,while_doing_other,while_taking_notes,with_other_people,What's your preferred way of listening to On Being?
X3689,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3690,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3691,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3692,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3693,NA,NA,NA,NA,I often read the text
X3694,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3695,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3696,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3697,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3698,NA,NA,NA,NA,"When I walk my dog, or drive or fly"
X3699,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3700,NA,NA,NA,NA,"I often listen while walking then get home and print the transcript, reread and underline."
X3701,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3702,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3703,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3704,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3705,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3706,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3707,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3708,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3709,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3710,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3711,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3712,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3713,NA,NA,NA,NA,NA
X3714,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3715,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3716,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3717,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3718,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3719,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3720,NA,NA,NA,I listen with other people,I listen with other people
X3721,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3722,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3723,NA,NA,NA,NA,NA
X3724,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3725,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3726,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3727,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3728,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3729,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3730,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3731,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3732,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3733,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3734,NA,NA,NA,NA,I usually listen to each show a few times. First on my run and then in the evening taking notes
X3735,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3736,NA,NA,NA,NA,I listen while driving or at the end of my day
X3737,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3738,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3739,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3740,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3741,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3742,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3743,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3744,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3745,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3746,NA,NA,NA,NA,NA
X3747,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3748,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3749,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3750,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3751,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3752,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3753,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3754,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3755,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3756,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3757,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3758,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3759,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3760,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3761,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3762,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3763,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3764,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3765,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3766,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3767,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3768,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3769,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3770,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3771,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3772,NA,NA,NA,NA,I listen while I walk my dog.
X3773,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3774,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3775,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3776,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3777,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3778,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3779,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3780,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3781,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3782,NA,NA,NA,NA,NA
X3783,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3784,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3785,NA,NA,NA,NA,I listen in bed before going to sleep for the night
X3786,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3787,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3788,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3789,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3790,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3791,NA,NA,NA,NA,Before I go to sleep
X3792,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3793,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3794,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3795,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3796,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3797,NA,NA,NA,NA,NA
X3798,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3799,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3800,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3801,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3802,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3803,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3804,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3805,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3806,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3807,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3808,NA,NA,NA,NA,Listen at times attentively and at times as I’m cleaning
X3809,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3810,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3811,NA,NA,NA,NA,NA
X3812,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3813,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3814,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3815,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3816,NA,NA,NA,NA,While walking and  working in yard
X3817,NA,NA,I take notes while I listen to the show,I take notes while I listen to the show,I take notes while I listen to the show
X3818,NA,"I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)","I listen while I'm doing other activities (for example, making art, cleaning, commuting, working out, at work)"
X3819,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
X3820,"I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions","I attentively listen to the show, without distractions"
